"","schoolindex","school","year","value"
"4010",18,"한동대","17",4
"4011",18,"한양대","17",2
"4012",18,"홍익대","17",8
"4013",19,"아주대","17",1
"4014",19,"한국항공대","17",1
"4015",19,"한동대","17",1
"4016",19,"전남대","17",2
"4017",19,"경북대","17",2
"4018",19,"부산대","17",1
"4019",19,"가톨릭대","17",1
"4020",19,"건국대","17",1
"4021",19,"경희대","17",4
"4022",19,"고려대","17",7
"4023",19,"국민대","17",3
"4024",19,"국가평생교육진흥원","17",2
"4025",19,"단국대","17",5
"4026",19,"덕성여대","17",1
"4027",19,"동국대","17",1
"4028",19,"서울대","17",1
"4029",19,"서울시립대","17",1
"4030",19,"성균관대","17",6
"4031",19,"숙명여대","17",4
"4032",19,"숭실대","17",1
"4033",19,"연세대","17",2
"4034",19,"이화여대","17",5
"4035",19,"중앙대","17",2
"4036",19,"한국외대","17",5
"4037",19,"한양대","17",2
"4038",19,"홍익대","17",2
"4039",19,"원광대","17",2
"4040",19,"전북대","17",12
"4041",19,"서강대","17",1
"4042",20,"가톨릭대","17",1
"4043",20,"경북대","17",2
"4044",20,"고려대","17",3
"4045",20,"국민대","17",2
"4046",20,"덕성여대","17",1
"4047",20,"동국대","17",1
"4048",20,"동아대","17",1
"4049",20,"동의대","17",1
"4050",20,"부산대","17",1
"4051",20,"서강대","17",1
"4052",20,"서울시립대","17",1
"4053",20,"성균관대","17",1
"4054",20,"성신여대","17",3
"4055",20,"숙명여대","17",1
"4056",20,"숭실대","17",1
"4057",20,"영남대","17",1
"4058",20,"영산대","17",1
"4059",20,"인제대","17",2
"4060",20,"인하대","17",2
"4061",20,"제주대","17",4
"4062",20,"한국방통대","17",1
"4063",20,"한국외대","17",3
"4064",20,"한국항공대","17",1
"4065",20,"한양대","17",2
"4066",22,"Babson College","17",1
"4067",22,"Sophia University","17",1
"4068",21,"고려대","17",8
"4069",21,"서울대","17",3
"4070",21,"성균관대","17",7
"4071",21,"연세대","17",5
"4072",21,"이화여대","17",5
"4073",21,"중앙대","17",17
"4074",21,"한양대","17",1
"4075",22,"가톨릭대","17",1
"4076",22,"건국대","17",2
"4077",22,"경기대","17",1
"4078",22,"경희대","17",6
"4079",22,"고려대","17",6
"4080",22,"공군사관학교","17",1
"4081",22,"공주교대","17",1
"4082",22,"공주대","17",1
"4083",22,"광운대","17",2
"4084",22,"국민대","17",1
"4085",22,"단국대","17",3
"4086",22,"덕성여대","17",1
"4087",22,"동아대","17",1
"4088",22,"목원대","17",1
"4089",22,"부산대","17",1
"4090",22,"한양대","17",2
"4091",22,"한양대 안산캠퍼스","17",1
"4092",22,"홍익대","17",7
"4093",22,"한동대","17",1
"4094",22,"서강대","17",3
"4095",22,"서울대","17",4
"4096",22,"성균관대","17",10
"4097",22,"성신여대","17",2
"4098",22,"숙명여대","17",3
"4099",22,"연세대","17",7
"4100",22,"연세대 원주캠퍼스","17",2
"4101",22,"이화여대","17",9
"4102",22,"인천대","17",2
"4103",22,"인하대","17",1
"4104",22,"전북대","17",1
"4105",22,"중앙대","17",3
"4106",22,"청주대","17",1
"4107",22,"충남대","17",8
"4108",22,"충북대","17",1
"4109",22,"한국과학기술원","17",4
"4110",22,"한국외대","17",2
"4111",22,"한국정보통신대","17",1
"4112",22,"한남대","17",2
"4113",23,"건국대","17",1
"4114",23,"건국대 충주캠퍼스","17",1
"4115",23,"경희대","17",6
"4116",23,"고려대","17",4
"4117",23,"고려대 세종캠퍼스","17",1
"4118",23,"국민대","17",3
"4119",23,"단국대","17",1
"4120",23,"동국대","17",2
"4121",23,"부산대","17",1
"4122",23,"서강대","17",2
"4123",23,"한양대","17",3
"4124",23,"홍익대","17",2
"4125",23,"성균관대","17",4
"4126",23,"성신여대","17",1
"4127",23,"세종대","17",1
"4128",23,"숙명여대","17",4
"4129",23,"아주대","17",1
"4130",23,"연세대","17",6
"4131",23,"영남대","17",1
"4132",23,"이화여대","17",7
"4133",23,"중앙대","17",3
"4134",23,"충남대","17",4
"4135",23,"충북대","17",6
"4136",23,"한국외대","17",2
"4137",23,"한국항공대","17",1
"4138",23,"한동대","17",1
"4139",23,"한밭대","17",2
"4140",24,"경원대","17",1
"4141",24,"경찰대","17",1
"4142",24,"고려대","17",8
"4143",24,"단국대","17",1
"4144",24,"독학사","17",1
"4145",24,"동국대","17",2
"4146",24,"서강대","17",3
"4147",24,"서울대","17",1
"4148",24,"서울시립대","17",1
"4149",24,"성균관대","17",4
"4150",24,"성신여대","17",1
"4151",24,"숭실대","17",1
"4152",24,"연세대","17",9
"4153",24,"이화여대","17",1
"4154",24,"중앙대","17",1
"4155",24,"학점은행","17",1
"4156",24,"한국과학기술원","17",1
"4157",24,"한국외대","17",12
"4158",24,"한양대","17",4
"4159",24,"홍익대","17",1
"4160",23,"Pennsylvania state University","17",1
"4161",23,"UC Berkeley","17",1
"4162",8,"연세대","17",15
"4163",8,"고려대","17",15
"4164",8,"서울대","17",6
"4165",8,"서강대","17",3
"4166",8,"이화여대","17",1
"4167",8,"인제대","17",1
"4168",16,"서울대","17",14
"4169",16,"연세대","17",21
"4170",16,"고려대","17",24
"4171",16,"이화여대","17",29
"4172",23,"UCLA","17",1
"4173",16,"서강대","17",4
"4174",16,"경희대","17",1
"4175",16,"경찰대","17",1
"4176",16,"성균관대","17",1
"4177",16,"건국대","17",1
"4178",16,"숙명여대","17",2
"4179",5,"고려대","17",64
"4180",5,"서울대","17",44
"4181",5,"연세대","17",5
"4182",5,"한양대","17",2
"4183",5,"이화여대","17",1
"4184",5,"포항공대","17",1
"4185",13,"서울대","17",44
"4186",13,"연세대","17",59
"4187",13,"고려대","17",7
"4188",13,"한양대","17",4
"4189",13,"성균관대","17",2
"4190",13,"이화여대","17",1
"4191",13,"서강대","17",2
"4192",13,"홍익대","17",1
"4193",13,"동국대","17",1
"4194",13,"포항공대","17",1
"4195",13,"육군사관학교","17",1
"4196",13,"경찰대","17",1
"4197",13,"경희대","17",1
"4198",13,"숙명여대","17",1
"4199",2,"홍익대","17",4
"4200",2,"고려대","17",2
"4201",2,"건국대","17",7
"4202",2,"서울대","17",3
"4203",2,"이화여대","17",3
"4204",2,"서강대","17",2
"4205",2,"육군사관학교","17",1
"4206",2,"가천대","17",1
"4207",2,"한동대","17",1
"4208",2,"연세대","17",3
"4209",2,"한국외대","17",1
"4210",2,"숙명여대","17",1
"4211",2,"독학사","17",1
"4212",21,"국민대","17",1
